Insulation,Temperature,Num_Occupants,Avg_Age,Home_Size,Prediction
4,88,9,57.1,1,225.54
9,48,8,42.5,5,209.75
10,50,1,20.9,4,137.06
6,75,9,71.5,5,289.95
10,40,2,45.0,3,206.83
5,55,1,31.7,4,147.17
4,65,6,27.5,8,150.72
6,84,5,31.8,3,162.03
7,76,9,17.9,2,128.53
6,75,8,68.3,8,288.75
9,48,9,65.9,4,279.05
8,87,3,61.3,5,262.66
2,70,4,24.6,7,130.6
4,72,7,41.0,1,171.25
2,49,8,17.4,1,90.3
2,66,9,47.8,6,200.53
9,43,4,60.7,1,246.5
2,55,4,61.4,4,227.59
6,55,8,55.8,3,230.93
7,84,6,18.5,2,129.47
4,81,5,57.2,8,242.69
8,38,10,54.0,8,250.14
6,82,10,25.2,4,153.03
7,78,7,31.6,5,172.13
10,48,5,68.9,5,291.43
3,73,10,19.8,7,130.97
9,90,8,72.5,7,314.81
9,46,2,61.2,6,262.47
4,65,5,62.2,1,232.44
6,46,6,70.0,7,283.37
10,88,5,17.7,4,146.94
10,52,9,31.3,7,188.62
10,51,9,17.3,8,148.92
6,74,9,57.9,5,248.2
10,58,10,16.4,5,141.17
3,54,7,37.1,3,158.28
2,49,9,38.3,8,175.29
7,74,6,68.7,2,272.37
2,79,3,56.2,4,214.32
9,88,7,64.9,6,286.74
8,56,10,41.4,3,198.91
8,39,1,17.1,2,107.74
4,60,5,70.8,8,280.88
3,45,1,43.3,4,171.62
8,46,7,58.9,8,263.43
2,44,2,62.4,5,229.58
4,79,3,24.3,3,128.86
10,68,5,34.9,4,187.45
8,49,6,70.9,8,299.36
6,89,10,18.3,1,128.36
8,57,1,70.5,4,280.17
9,75,3,42.8,2,199.03
6,55,6,19.0,7,130.19
2,90,1,35.8,8,167.28
2,67,4,38.3,3,155.64
8,51,8,56.9,7,256.12
10,69,6,57.4,4,257.65
5,46,1,40.7,8,186.33
7,57,10,47.0,1,204.94
2,38,3,35.4,2,137.58
2,50,5,42.4,3,166.68
4,71,1,60.0,6,238.11
2,70,4,31.6,8,152.16
10,90,8,25.4,8,183.95
2,84,4,64.5,1,231.9
2,88,10,46.6,7,204.93
7,38,2,32.0,8,169.05
5,74,4,44.0,3,188.28
5,88,5,59.1,5,244.49
10,38,10,33.1,2,176.73
3,43,9,66.2,6,257.34
4,82,1,36.4,6,168.75
8,54,5,44.5,7,214.98
8,69,6,42.8,3,200.35
6,44,5,32.6,5,161.05
8,64,9,28.5,2,157.1
3,40,6,62.2,8,247.61
10,83,1,30.1,4,172.9
5,47,1,44.5,4,185.0
5,64,9,51.0,4,217.52
3,88,6,32.0,5,158.08
8,67,7,38.0,6,196.4
6,57,4,53.2,5,224.91
2,50,8,47.5,2,182.7
8,81,7,55.6,3,242.66
8,75,5,53.8,6,243.54
5,58,6,61.9,5,249.45
5,65,1,20.7,6,124.88
6,46,10,57.6,6,247.12
3,64,1,42.3,4,171.63
4,61,3,30.4,1,132.86
10,52,3,26.8,7,167.44
6,60,10,26.7,4,148.88
2,85,4,41.4,5,175.24
2,75,6,53.4,1,199.01
5,72,5,67.7,1,255.08
6,51,7,68.4,6,277.36
4,76,5,70.1,6,274.76
6,38,7,66.7,3,259.08
10,69,3,61.9,5,270.97
8,44,5,38.5,5,188.47
3,72,5,57.3,7,233.58
5,62,2,72.0,6,279.28
10,48,1,70.3,3,284.11
2,75,6,28.2,5,138.54
8,57,3,42.5,3,193.79
4,83,4,40.1,5,180.22
10,86,9,15.7,5,148.84
4,54,6,30.9,1,136.23
9,73,1,51.3,8,241.87
4,56,4,72.4,1,260.9
9,51,5,27.5,8,170.48
7,40,4,68.5,5,273.06
6,67,5,62.5,8,266.01
10,51,3,23.0,5,149.12
7,83,10,48.2,6,229.19
9,46,8,36.2,5,190.16
4,66,10,54.8,6,232.56
6,51,10,65.0,7,273.86
3,45,8,53.4,2,204.55
2,44,8,50.0,7,205.75
5,82,6,35.0,2,163.53
3,88,6,55.2,2,214.58
10,86,3,60.6,2,259.91
10,45,1,56.2,8,257.02
5,49,10,47.8,2,200.0
5,60,3,44.5,2,183.03
2,57,9,58.3,5,227.92
9,62,1,63.7,5,268.17
10,81,2,16.3,3,133.73
2,78,9,20.7,4,120.57
4,59,7,67.4,5,262.97
6,44,4,40.0,5,182.44
9,44,6,27.1,2,149.72
4,57,5,52.5,4,211.35
10,85,9,27.4,6,182.53
3,55,7,72.1,1,258.77
6,44,7,67.3,5,269.33
3,49,2,37.3,2,148.61
5,58,4,56.7,3,224.52
5,71,8,37.1,6,181.46
7,45,6,60.6,7,259.3
3,76,1,44.0,4,178.76
4,84,8,44.8,4,195.87
9,40,1,18.4,8,135.93
3,62,2,20.3,1,99.96
4,40,4,20.3,7,118.72
4,50,5,32.8,3,146.7
6,59,7,36.0,5,176.34
2,60,7,54.5,6,217.58
10,43,10,36.7,2,188.54
10,39,5,58.6,6,261.35
8,66,6,46.5,1,204.63
3,87,9,53.0,8,231.06
7,69,1,66.8,4,266.1
10,69,4,43.3,5,215.33
7,60,2,40.5,7,195.32
10,72,1,39.6,2,190.98
3,61,10,58.3,6,237.76
8,65,7,35.7,1,172.68
8,51,7,20.5,5,137.26
8,71,3,25.7,4,150.22
9,85,2,56.8,8,261.86
7,55,9,58.2,6,254.01
7,56,2,69.9,1,264.86
8,44,2,31.8,7,170.82
8,67,9,34.6,4,181.93
10,44,10,43.4,4,215.74
3,66,4,35.8,8,168.9
5,80,4,23.1,8,146.82
3,40,6,45.7,7,194.17
5,79,1,40.7,8,191.66
5,43,8,41.0,4,182.32
3,67,1,68.0,4,250.66
9,67,2,38.4,7,199.41
3,38,2,30.5,5,135.88
2,83,6,17.9,7,120.39
9,48,1,62.5,4,258.97
6,53,10,36.2,6,182.96
6,55,3,53.2,1,210.23
5,48,10,29.5,6,156.98
5,74,2,37.4,8,182.0
6,49,2,53.4,4,218.47
3,59,5,40.5,6,176.83
3,71,3,27.4,8,144.61
9,43,8,51.4,3,229.55
2,62,8,34.4,1,141.41
3,78,10,62.1,8,258.67
4,52,6,39.3,8,184.5
10,81,9,24.3,7,175.78
2,72,10,22.5,8,136.32
6,77,3,46.1,3,198.63
3,42,5,50.5,2,191.56
4,57,7,28.2,2,133.35
9,67,2,54.1,1,227.76
8,85,7,66.1,5,281.96
10,42,4,45.0,1,203.08
3,52,8,43.3,6,187.97
6,64,1,47.1,1,190.55
4,83,1,33.1,4,154.22
7,47,1,67.6,3,261.68
4,46,4,68.9,7,268.22
5,43,4,66.2,6,260.88
6,42,7,49.4,6,217.84
4,44,4,21.9,5,117.71
4,72,8,48.5,8,218.34
4,90,3,15.1,3,108.75
8,46,6,21.0,5,136.52
6,52,3,71.2,2,268.02
9,79,1,48.3,4,220.56
5,79,4,72.4,1,269.33
8,66,7,18.3,1,124.63
6,77,8,27.7,3,152.2
7,72,8,59.4,4,252.65
10,54,10,31.0,7,189.26
7,42,2,26.9,4,141.01
9,48,9,16.5,2,122.88
6,38,10,70.2,7,285.67
7,38,8,55.3,1,224.29
7,49,7,28.4,1,143.08
8,79,5,46.9,5,219.81
10,90,2,24.5,4,162.03
9,61,3,42.1,8,214.27
7,52,4,49.5,2,207.66
4,58,3,21.2,4,115.53
7,60,2,69.5,3,270.87
10,74,3,58.1,1,247.05
9,69,5,41.4,3,199.52
9,52,9,51.8,3,233.52
6,62,6,54.3,5,231.55
8,38,9,37.0,2,178.02
5,50,1,35.0,6,163.0
3,69,7,17.4,1,101.24
4,45,7,69.4,3,259.83
3,47,2,69.1,1,241.96
3,52,5,65.3,6,251.53
2,52,1,20.3,5,102.47
3,41,10,57.6,3,222.15
5,79,6,35.8,8,182.98
8,89,6,35.3,3,183.36
4,42,9,29.0,8,155.1
10,46,6,27.1,3,158.01
6,90,3,26.0,7,158.55
3,55,4,53.5,1,198.3
9,89,5,26.8,4,167.04
5,58,2,65.7,2,246.26
4,56,3,72.5,8,282.95
4,86,10,21.1,3,131.84
10,90,2,23.6,1,150.6
9,56,10,56.5,2,246.5
8,58,5,61.9,3,255.74
8,74,5,37.4,3,183.59
7,83,1,27.3,1,143.13
7,90,1,55.4,8,247.76
9,53,7,70.9,4,292.84
6,89,8,15.2,4,126.72
2,58,7,64.8,7,252.03
3,59,5,48.6,6,201.6
3,88,3,41.5,5,179.78
9,47,6,19.3,7,142.72
3,57,9,33.6,6,160.35
2,75,1,71.7,8,271.68
3,61,4,18.7,8,118.93
5,50,5,67.0,1,249.36
7,65,7,19.5,6,138.06
4,67,1,38.0,1,153.85
6,42,3,46.0,7,205.78
2,67,10,60.4,3,230.64
10,41,8,27.6,8,177.47
8,41,1,56.3,3,230.9
8,87,10,24.2,7,170.22
7,45,1,16.4,3,105.84
8,74,3,43.1,7,211.46
7,70,8,30.8,4,165.63
5,53,3,23.5,1,115.49
3,72,3,28.6,2,130.09
3,58,7,22.1,4,118.47
9,73,2,19.2,1,127.93
2,51,3,28.6,3,122.17
3,87,3,62.2,4,238.64
4,74,6,33.9,7,168.46
6,62,1,51.2,2,206.04
4,74,3,72.6,1,263.19
7,67,10,49.1,2,216.27
4,71,8,68.9,5,270.74
9,67,3,69.6,7,296.05
6,87,4,70.4,6,285.6
7,48,10,45.4,5,211.7
9,84,3,50.1,1,219.52
6,50,6,17.2,4,114.44
3,61,7,41.5,2,169.59
4,66,2,69.2,7,269.95
2,70,2,43.2,4,171.89
2,85,7,37.9,8,178.4
10,66,2,56.3,7,258.68
9,84,2,64.7,5,276.02
10,57,5,46.9,1,212.55
9,60,10,64.2,2,270.69
8,78,4,61.5,8,272.88
6,70,9,32.6,1,158.22
7,82,10,55.8,7,255.54
3,38,7,60.2,2,222.46
3,39,7,71.2,7,271.81
7,69,5,54.6,3,230.5
9,49,8,59.0,7,266.91
6,90,7,24.0,3,146.19
3,87,2,34.6,5,159.58
7,42,8,60.1,8,262.72
8,63,7,45.7,5,216.03
2,83,6,56.8,1,210.69
6,70,6,65.3,3,259.92
5,74,2,43.4,7,197.07
2,76,3,18.1,5,108.44
7,80,5,28.0,8,169.92
7,41,6,64.1,2,252.54
5,50,9,30.8,1,143.66
9,70,5,45.0,8,227.06
3,40,10,44.6,5,189.08
10,54,1,24.1,5,150.49
3,50,3,62.9,3,231.54
4,73,9,42.3,8,200.77
3,69,1,45.7,5,186.11
4,57,10,55.7,3,224.03
6,49,7,55.5,1,221.26
5,81,6,52.6,6,228.0
7,73,4,36.5,2,171.85
2,70,3,45.6,5,183.75
9,63,8,23.6,5,155.35
3,43,1,69.6,8,264.45
8,77,8,24.9,2,150.64
10,84,2,63.8,6,281.24
2,44,1,23.5,2,99.7
10,65,6,52.5,4,242.02
7,50,4,27.5,4,146.61
4,62,7,61.6,2,235.9
3,60,1,30.3,1,125.22
6,52,7,57.1,2,229.91
3,70,4,17.6,2,101.43
2,90,5,64.1,6,249.29
9,64,9,45.2,2,212.0
3,41,5,45.0,1,171.31
10,49,9,49.5,7,243.78
4,43,10,43.8,8,201.75
3,90,10,25.6,2,137.86
6,90,4,67.9,8,285.0
6,66,7,53.7,7,238.14
3,67,2,32.5,3,140.81
10,43,2,54.5,6,246.18
3,85,6,53.9,2,210.13
8,79,4,52.9,4,233.65
5,71,1,63.2,7,255.87
10,43,7,42.8,7,219.82
9,43,10,59.2,1,248.84
10,67,3,54.9,3,242.7
6,89,1,59.4,2,235.45
10,75,7,24.1,5,164.41
8,90,8,48.0,1,215.98
10,53,6,59.3,4,260.87
5,42,7,26.0,2,128.51
8,71,10,66.1,1,270.3
9,42,1,53.1,1,219.42
7,63,5,51.0,6,228.35
6,68,4,53.5,2,217.77
7,68,6,53.8,8,245.5
3,61,5,58.6,2,219.38
5,76,8,22.4,1,127.31
7,39,2,58.9,4,238.36
2,64,2,54.8,6,212.94
2,54,1,66.3,5,241.95
5,52,5,46.7,2,190.95
2,46,10,27.8,1,121.0
5,45,6,22.7,7,134.03
2,40,9,46.5,6,192.27
4,73,6,55.7,3,221.67
8,58,2,56.4,3,235.2
6,44,6,21.6,3,122.1
6,60,10,32.3,7,175.44
8,41,2,44.1,3,194.86
2,43,5,56.0,2,203.8
8,50,2,19.9,4,126.15
10,84,3,32.8,1,173.96
9,73,5,37.6,5,195.09
5,49,8,57.9,7,244.78
10,76,4,19.6,7,155.16
6,47,4,30.5,8,163.7
8,58,9,57.8,7,261.24
9,50,10,44.6,4,215.69
9,53,6,53.0,5,240.19
3,44,2,54.2,5,209.3
8,52,4,51.2,5,227.36
6,86,9,34.6,1,169.19
2,41,2,61.2,8,235.19
6,87,9,73.0,5,296.47
6,88,3,39.7,7,194.61
3,73,7,36.2,7,171.69
2,49,9,62.0,2,227.93
2,60,1,17.5,6,101.16
4,87,9,17.8,4,125.25
9,70,8,51.3,6,243.48
2,40,7,61.2,5,231.22
9,39,7,33.4,2,169.41
6,80,3,39.0,7,190.51
9,90,10,72.0,2,299.39
3,86,5,62.9,6,249.67
7,46,9,32.8,6,174.89
3,55,8,31.6,2,139.58
2,63,9,16.5,5,106.65
5,86,7,35.5,1,164.64
3,71,10,60.1,3,235.06
10,70,10,40.9,3,209.02
4,82,7,20.0,3,123.63
9,58,4,31.9,2,164.19
4,38,10,52.4,7,223.57
7,71,10,68.1,8,294.65
2,84,9,32.9,8,167.26
8,83,4,27.4,3,157.61
8,69,2,19.6,7,141.08
2,73,9,48.1,4,196.04
7,62,2,45.4,8,213.9
3,74,1,22.5,4,118.24
8,52,3,45.4,4,205.12
2,45,2,58.4,7,224.15
9,71,6,71.3,1,285.95
9,83,4,27.3,7,173.83
2,73,4,36.5,7,164.21
6,81,5,61.1,7,260.72
9,53,1,18.0,2,118.87
6,78,3,64.4,3,254.73
2,77,4,16.3,6,108.32
4,57,7,18.1,8,123.97
8,79,3,52.3,2,224.02
2,71,10,19.0,1,105.56
4,63,5,24.3,8,140.22
4,38,10,58.4,8,244.99
8,50,8,39.2,2,185.47
4,39,10,45.1,7,201.63
4,68,2,17.5,3,105.34
7,68,4,30.1,5,161.26
5,85,3,52.1,8,229.96
6,48,6,24.2,5,137.25
4,65,6,22.9,1,117.45
2,77,2,47.7,8,199.9
7,63,1,32.4,1,150.6
4,44,10,27.4,6,145.22
4,49,6,42.4,1,170.59
4,47,5,18.6,1,97.83
6,62,1,46.3,1,187.78
6,69,2,47.0,8,215.23
4,40,3,59.5,1,217.49
4,46,2,15.4,7,103.31
4,63,8,17.4,7,122.68
7,48,6,44.1,1,189.69
10,39,5,56.0,4,247.05
5,61,7,45.4,7,207.26
10,44,9,45.8,7,231.57
4,76,10,33.7,8,176.4
8,51,9,44.4,5,212.59
9,42,8,41.4,2,195.59
9,88,2,45.5,3,211.7
10,74,9,20.8,5,157.77
5,52,2,51.7,5,212.34
8,63,9,63.9,8,283.97
5,63,8,55.6,6,236.74
6,78,10,53.5,3,230.08
2,79,10,22.1,6,131.94
8,62,5,47.1,7,224.22
6,61,6,19.2,6,130.03
10,86,5,47.6,5,232.46
9,55,10,58.2,7,267.9
5,74,2,67.8,7,271.65
2,63,10,37.6,7,173.37
7,87,8,57.1,3,244.76
9,61,8,22.2,2,141.72
4,73,5,19.7,1,110.82
8,83,9,70.5,4,294.29
4,74,10,68.7,1,259.97
5,84,7,72.6,1,274.48
9,84,8,56.7,8,268.8
8,70,1,69.0,7,287.52
7,87,4,17.4,4,131.25
4,54,8,35.9,8,176.9
2,85,8,65.3,2,242.76
2,88,9,40.5,2,170.86
5,71,7,20.4,8,139.92
3,66,6,38.0,5,168.28
4,86,4,65.9,2,249.17
7,86,4,16.7,7,138.05
4,51,4,15.7,2,93.47
6,43,1,24.7,8,141.61
7,68,8,15.2,1,113.96
6,54,7,64.6,3,256.44
9,49,9,72.5,5,302.56
6,85,3,44.6,5,201.9
3,42,1,50.4,6,199.4
6,48,5,58.6,3,234.65
5,51,8,69.6,2,264.31
10,69,7,55.5,1,243.25
7,67,5,24.5,6,149.58
6,56,5,61.4,2,241.22
4,64,4,17.5,7,118.34
7,88,9,56.0,3,242.8
2,67,2,58.0,3,213.36
3,52,9,55.8,8,233.97
3,77,10,71.8,7,284.9
10,67,1,25.9,8,168.33
9,43,9,54.4,1,233.26
6,50,9,64.2,3,256.89
6,47,5,69.1,3,266.46
10,76,2,45.1,4,216.22
10,57,9,44.3,5,222.63
9,88,8,17.1,4,144.65
8,42,5,63.3,6,267.16
10,61,6,46.4,5,225.99
10,76,7,31.2,8,193.31
8,83,4,53.1,8,248.0
3,55,1,51.6,2,192.04
10,84,10,18.5,6,159.82
9,73,3,41.6,3,198.31
6,54,7,39.9,3,180.91
5,42,3,42.2,3,176.37
9,76,1,65.7,7,283.1
2,71,6,51.8,1,193.48
2,66,8,65.4,8,259.66
3,54,4,56.6,3,214.18
7,50,10,51.8,7,238.14
8,82,7,28.2,3,163.08
10,84,10,54.3,4,255.53
2,89,10,55.3,6,228.42
7,76,10,67.4,5,283.5
6,79,3,64.5,2,251.91
3,54,8,48.6,2,191.41
9,47,1,62.0,5,260.56
5,73,7,15.1,4,114.61
5,61,7,68.5,2,261.52
9,56,7,18.1,6,139.73
4,48,7,67.2,7,267.04
4,53,7,16.1,6,111.1
5,82,6,22.0,2,129.1
4,84,4,70.5,8,282.59
8,61,7,44.6,3,205.8
4,66,10,48.3,4,206.13
5,76,7,48.1,2,201.58
8,75,5,30.6,6,173.54
5,90,4,22.3,7,145.56
10,64,9,29.1,5,177.28
4,49,3,31.3,6,149.3
4,51,5,55.4,2,212.69
8,57,7,39.9,8,207.14
5,61,6,31.4,6,159.94
3,50,3,69.9,7,266.02
2,61,10,32.2,7,156.53
2,49,7,36.5,5,157.49
6,84,2,16.4,2,114.46
6,79,1,25.9,5,145.5
9,45,3,21.0,5,137.34
3,49,4,42.2,3,169.36
7,57,1,69.6,4,272.72
7,41,3,25.3,7,147.01
7,89,4,62.5,6,266.47
5,40,9,28.6,2,138.6
7,42,6,68.5,8,285.86
10,70,6,16.0,1,127.6
7,65,1,62.4,7,261.85
9,46,10,69.0,1,278.94
6,46,5,55.6,3,225.16
8,47,9,25.1,8,162.74
5,71,3,15.0,2,102.55
2,59,1,72.8,4,259.33
10,53,5,40.1,4,200.93
2,55,5,53.1,2,196.91
7,46,5,70.4,8,291.39
4,44,1,52.2,8,216.48
9,57,5,35.6,3,179.85
3,68,4,16.8,8,116.61
3,75,6,34.2,6,161.93
7,40,10,15.4,5,118.67
7,87,4,40.4,8,205.22
5,82,4,43.9,2,186.3
10,69,9,46.6,6,234.87
7,54,2,17.7,6,122.79
4,65,10,67.9,6,272.45
2,89,3,71.5,2,256.14
9,59,7,45.2,8,228.36
4,62,8,60.3,2,233.16
7,88,1,49.9,4,217.51
6,60,7,64.4,2,253.52
10,69,7,57.4,4,258.88
3,87,8,55.2,3,220.19
9,87,4,64.0,8,286.67
10,84,4,23.9,1,151.57
3,73,6,71.6,2,262.29
4,59,3,28.2,7,144.71
8,73,1,31.3,6,170.13
6,40,4,59.2,1,227.19
4,56,6,70.9,4,268.67
3,68,9,54.0,4,217.96
9,49,10,69.8,6,298.82
7,42,5,23.7,7,144.75
5,80,6,30.8,8,169.71
2,71,6,25.5,8,138.88
2,86,8,65.8,3,247.73
2,42,6,25.0,5,119.96
8,58,7,19.2,2,126.93
9,84,1,70.8,4,290.14
6,67,7,35.9,7,183.87
2,80,10,15.3,5,111.31
5,45,7,17.6,4,110.38
2,79,3,43.4,7,185.04
2,60,5,45.6,5,184.62
7,81,4,68.3,6,282.91
9,60,1,27.1,6,159.22
4,39,8,56.6,3,221.06
2,86,10,50.7,7,217.14
10,67,4,28.6,8,179.88
10,51,3,31.5,6,178.38
10,59,2,63.7,3,267.07
5,82,10,53.9,4,230.53
4,47,10,23.1,6,132.55
4,44,7,70.4,2,259.23
8,43,5,52.4,5,230.81
4,63,8,62.9,7,257.64
7,48,8,59.3,5,251.71
2,89,10,70.4,8,281.14
9,61,5,19.9,1,128.87
9,57,2,32.5,7,179.76
6,89,8,50.3,5,226.15
6,70,1,52.9,3,215.8
6,55,8,68.8,8,287.05
7,78,6,23.9,7,156.52
5,58,5,50.6,8,223.48
